Part_Number,Type,Heatsink,Voltage_IEC,Voltage_UL,EMI,Power_KW,Power_HP,Irated_IEC_A,Irated_UL_A,I_OC_A,I_OL_A,I_OC_%,I_OL_%,Rated_kHz,Max_kHz,Ctrl_Board,Pdf_Dim_File,Step_File_Download
30F6A38-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,A3,F6-8_air_panel.pdf,30F6A38-3011.stp
30F6A38-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,A3,F6-8_air_push.pdf,30F6A38-3013.stp
30F6A38-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,A3,F6-8_water_panel.pdf,30F6A38-3112.stp
30F6A38-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,A3,F6-8_water_push.pdf,30F6A38-3114.stp
30F6A38-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,A3,F6-8_water_panel.pdf,30F6A38-3412.stp
30F6A38-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,A3,F6-8_water_push.pdf,30F6A38-3414.stp
30F6A38-3C1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,A3,F6-8_water_panel_high_perf.pdf,30F6A38-3C1E.stp
30F6A38-3C1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,A3,F6-8_water_push_high_perf.pdf,30F6A38-3C1G.stp
28F6K18-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,K1-E,F6-8_air_panel.pdf,28F6K18-3111.stp
28F6K18-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,K1-E,F6-8_water_panel.pdf,28F6K18-3112.stp
28F6K18-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,K1-E,F6-8_air_push.pdf,28F6K18-3113.stp
28F6K18-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,K1-E,F6-8_water_push.pdf,28F6K18-3114.stp
29F6K18-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,K1-E,F6-8_air_panel.pdf,29F6K18-3011.stp
29F6K18-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,K1-E,F6-8_water_panel.pdf,29F6K18-3012.stp
29F6K18-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,K1-E,F6-8_air_push.pdf,29F6K18-3013.stp
29F6K18-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,K1-E,F6-8_water_push.pdf,29F6K18-3014.stp
30F6K18-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,K1-E,F6-8_air_panel.pdf,30F6K18-3011.stp
30F6K18-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,K1-E,F6-8_air_push.pdf,30F6K18-3013.stp
30F6K18-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,K1-E,F6-8_water_panel.pdf,30F6K18-3112.stp
30F6K18-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,K1-E,F6-8_water_push.pdf,30F6K18-3114.stp
30F6K18-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,K1-E,F6-8_water_panel.pdf,30F6K18-3412.stp
30F6K18-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,K1-E,F6-8_water_push.pdf,30F6K18-3414.stp
28F6P58-3131,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-3,F6-8_air_panel.pdf,28F6P58-3131.stp
28F6P58-3132,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-3,F6-8_water_panel.pdf,28F6P58-3132.stp
28F6P58-3133,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-3,F6-8_air_push.pdf,28F6P58-3133.stp
28F6P58-3134,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-3,F6-8_water_push.pdf,28F6P58-3134.stp
28F6P58-3C31,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,407.00,135,110,6,8,P5-3,F6-8_air_panel.pdf,28F6P58-3C31.stp
29F6P58-3031,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-3,F6-8_air_panel.pdf,29F6P58-3031.stp
29F6P58-3032,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-3,F6-8_water_panel.pdf,29F6P58-3032.stp
29F6P58-3033,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-3,F6-8_air_push.pdf,29F6P58-3033.stp
29F6P58-3034,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-3,F6-8_water_push.pdf,29F6P58-3034.stp
29F6P58-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,P5-3,F6-8_water_panel_high_perf.pdf,29F6P58-3B3E.stp
29F6P58-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,P5-3,F6-8_water_push_high_perf.pdf,29F6P58-3B3G.stp
30F6P58-3031,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,P5-3,F6-8_air_panel.pdf,30F6P58-3031.stp
30F6P58-3033,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,P5-3,F6-8_air_push.pdf,30F6P58-3033.stp
30F6P58-3432,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,P5-3,F6-8_water_panel.pdf,30F6P58-3432.stp
30F6P58-3434,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,P5-3,F6-8_water_push.pdf,30F6P58-3434.stp
30F6P58-3C3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,P5-3,F6-8_water_panel_high_perf.pdf,30F6P58-3C3E.stp
30F6P58-3C3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,P5-3,F6-8_water_push_high_perf.pdf,30F6P58-3C3G.stp
28F6P58-3141,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-4,F6-8_air_panel.pdf,28F6P58-3141.stp
28F6P58-3142,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-4,F6-8_water_panel.pdf,28F6P58-3142.stp
28F6P58-3143,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-4,F6-8_air_push.pdf,28F6P58-3143.stp
28F6P58-3144,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-4,F6-8_water_push.pdf,28F6P58-3144.stp
28F6P58-3C41,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,407.00,135,110,6,8,P5-4,F6-8_air_panel.pdf,28F6P58-3C41.stp
29F6P58-3041,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-4,F6-8_air_panel.pdf,29F6P58-3041.stp
29F6P58-3042,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-4,F6-8_water_panel.pdf,29F6P58-3042.stp
29F6P58-3043,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-4,F6-8_air_push.pdf,29F6P58-3043.stp
29F6P58-3044,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-4,F6-8_water_push.pdf,29F6P58-3044.stp
29F6P58-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,P5-4,F6-8_water_panel_high_perf.pdf,29F6P58-3B4E.stp
29F6P58-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,P5-4,F6-8_water_push_high_perf.pdf,29F6P58-3B4G.stp
30F6P58-3041,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,P5-4,F6-8_air_panel.pdf,30F6P58-3041.stp
30F6P58-3043,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,P5-4,F6-8_air_push.pdf,30F6P58-3043.stp
30F6P58-3142,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,P5-4,F6-8_water_panel.pdf,30F6P58-3142.stp
30F6P58-3144,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,P5-4,F6-8_water_push.pdf,30F6P58-3144.stp
30F6P58-3442,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,P5-4,F6-8_water_panel.pdf,30F6P58-3442.stp
30F6P58-3444,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,P5-4,F6-8_water_push.pdf,30F6P58-3444.stp
30F6P58-3C4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,P5-4,F6-8_water_panel_high_perf.pdf,30F6P58-3C4E.stp
30F6P58-3C4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,P5-4,F6-8_water_push_high_perf.pdf,30F6P58-3C4G.stp
28F6P58-3151,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-5,F6-8_air_panel.pdf,28F6P58-3151.stp
28F6P58-3152,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-5,F6-8_water_panel.pdf,28F6P58-3152.stp
28F6P58-3153,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-5,F6-8_air_push.pdf,28F6P58-3153.stp
28F6P58-3154,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,200,250,370,325,555,462.50,150,125,4,8,P5-5,F6-8_water_push.pdf,28F6P58-3154.stp
28F6P58-3C51,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,200,250,370,325,499.50,407.00,135,110,6,8,P5-5,F6-8_air_panel.pdf,28F6P58-3C51.stp
29F6P58-3051,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-5,F6-8_air_panel.pdf,29F6P58-3051.stp
29F6P58-3052,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-5,F6-8_water_panel.pdf,29F6P58-3052.stp
29F6P58-3053,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-5,F6-8_air_push.pdf,29F6P58-3053.stp
29F6P58-3054,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,250,300,460,400,690,575,150,125,2,8,P5-5,F6-8_water_push.pdf,29F6P58-3054.stp
29F6P58-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,P5-5,F6-8_water_panel_high_perf.pdf,29F6P58-3B5E.stp
29F6P58-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,250,300,460,400,690,487.60,150,106,8,8,P5-5,F6-8_water_push_high_perf.pdf,29F6P58-3B5G.stp
30F6P58-3051,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,P5-5,F6-8_air_panel.pdf,30F6P58-3051.stp
30F6P58-3053,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,2,8,P5-5,F6-8_air_push.pdf,30F6P58-3053.stp
30F6P58-3152,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,P5-5,F6-8_water_panel.pdf,30F6P58-3152.stp
30F6P58-3154,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,4,8,P5-5,F6-8_water_push.pdf,30F6P58-3154.stp
30F6P58-3452,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,P5-5,F6-8_water_panel.pdf,30F6P58-3452.stp
30F6P58-3454,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,315,400,570,495,1026,855,180,150,2,8,P5-5,F6-8_water_push.pdf,30F6P58-3454.stp
30F6P58-3C5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,P5-5,F6-8_water_panel_high_perf.pdf,30F6P58-3C5E.stp
30F6P58-3C5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,604.20,150,106,6,8,P5-5,F6-8_water_push_high_perf.pdf,30F6P58-3C5G.stp
30F6A19-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,A1,F6-9_water_panel_high_perf.pdf,30F6A19-3B1E.stp
30F6A19-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,A1,F6-9_water_push_high_perf.pdf,30F6A19-3B1G.stp
30F6A19-3C11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,769.50,655.50,135,115,6,8,A1,F6-9_air_panel.pdf,30F6A19-3C11.stp
30F6A39-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,A3,F6-9_water_panel_high_perf.pdf,30F6A39-3B1E.stp
30F6A39-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,A3,F6-9_water_push_high_perf.pdf,30F6A39-3B1G.stp
30F6A39-3C11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,769.50,655.50,135,115,6,8,A3,F6-9_air_panel.pdf,30F6A39-3C11.stp
31F6A19-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A1,F6-9_air_panel.pdf,31F6A19-3011.stp
31F6A19-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A1,F6-9_water_panel.pdf,31F6A19-3012.stp
31F6A19-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A1,F6-9_air_push.pdf,31F6A19-3013.stp
31F6A19-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A1,F6-9_water_push.pdf,31F6A19-3014.stp
31F6A19-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,A1,F6-9_water_panel_high_perf.pdf,31F6A19-3B1E.stp
31F6A19-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,A1,F6-9_water_push_high_perf.pdf,31F6A19-3B1G.stp
31F6A19-3C11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,787.50,667.80,125,106,6,8,A1,F6-9_air_panel.pdf,31F6A19-3C11.stp
31F6A39-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A3,F6-9_air_panel.pdf,31F6A39-3011.stp
31F6A39-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A3,F6-9_water_panel.pdf,31F6A39-3012.stp
31F6A39-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A3,F6-9_air_push.pdf,31F6A39-3013.stp
31F6A39-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,A3,F6-9_water_push.pdf,31F6A39-3014.stp
31F6A39-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,A3,F6-9_water_panel_high_perf.pdf,31F6A39-3B1E.stp
31F6A39-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,A3,F6-9_water_push_high_perf.pdf,31F6A39-3B1G.stp
31F6A39-3C11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,787.50,667.80,125,106,6,8,A3,F6-9_air_panel.pdf,31F6A39-3C11.stp
32F6A19-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A1,F6-9_air_panel.pdf,32F6A19-3011.stp
32F6A19-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A1,F6-9_water_panel.pdf,32F6A19-3012.stp
32F6A19-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A1,F6-9_air_push.pdf,32F6A19-3013.stp
32F6A19-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A1,F6-9_water_push.pdf,32F6A19-3014.stp
32F6A19-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,A1,F6-9_water_panel_high_perf.pdf,32F6A19-3B1E.stp
32F6A19-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,A1,F6-9_water_push_high_perf.pdf,32F6A19-3B1G.stp
32F6A39-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A3,F6-9_air_panel.pdf,32F6A39-3011.stp
32F6A39-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A3,F6-9_water_panel.pdf,32F6A39-3012.stp
32F6A39-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A3,F6-9_air_push.pdf,32F6A39-3013.stp
32F6A39-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,A3,F6-9_water_push.pdf,32F6A39-3014.stp
32F6A39-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,A3,F6-9_water_panel_high_perf.pdf,32F6A39-3B1E.stp
32F6A39-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,A3,F6-9_water_push_high_perf.pdf,32F6A39-3B1G.stp
33F6A19-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,A1,F6-9_water_panel.pdf,33F6A19-3012.stp
33F6A19-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,A1,F6-9_water_push.pdf,33F6A19-3014.stp
33F6A19-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,A1,F6-9_water_panel_high_perf.pdf,33F6A19-3B1E.stp
33F6A19-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,A1,F6-9_water_push_high_perf.pdf,33F6A19-3B1G.stp
33F6A39-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,A3,F6-9_water_panel.pdf,33F6A39-3012.stp
33F6A39-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,A3,F6-9_water_push.pdf,33F6A39-3014.stp
33F6A39-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,A3,F6-9_water_panel_high_perf.pdf,33F6A39-3B1E.stp
33F6A39-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,8,8,A3,F6-9_water_push_high_perf.pdf,33F6A39-3B1G.stp
31F6K19-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,K1-E,F6-9_air_panel.pdf,31F6K19-3011.stp
31F6K19-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,K1-E,F6-9_water_panel.pdf,31F6K19-3012.stp
31F6K19-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,K1-E,F6-9_air_push.pdf,31F6K19-3013.stp
31F6K19-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,K1-E,F6-9_water_push.pdf,31F6K19-3014.stp
32F6K19-3011,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,K1-E,F6-9_air_panel.pdf,32F6K19-3011.stp
32F6K19-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,K1-E,F6-9_water_panel.pdf,32F6K19-3012.stp
32F6K19-3013,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,K1-E,F6-9_air_push.pdf,32F6K19-3013.stp
32F6K19-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,K1-E,F6-9_water_push.pdf,32F6K19-3014.stp
33F6K19-3012,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,K1-E,F6-9_water_panel.pdf,33F6K19-3012.stp
33F6K19-3014,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,K1-E,F6-9_water_push.pdf,33F6K19-3014.stp
30F6P59-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,P5-3,F6-9_water_panel_high_perf.pdf,30F6P59-3B3E.stp
30F6P59-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,315,400,570,495,855,712.50,150,125,8,8,P5-3,F6-9_water_push_high_perf.pdf,30F6P59-3B3G.stp
30F6P59-3C31,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,315,400,570,495,769.50,655.50,135,115,6,8,P5-3,F6-9_air_panel.pdf,30F6P59-3C31.stp
31F6P59-3031,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-3,F6-9_air_panel.pdf,31F6P59-3031.stp
31F6P59-3032,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-3,F6-9_water_panel.pdf,31F6P59-3032.stp
31F6P59-3033,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-3,F6-9_air_push.pdf,31F6P59-3033.stp
31F6P59-3034,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,2,4,P5-3,F6-9_water_push.pdf,31F6P59-3034.stp
31F6P59-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,P5-3,F6-9_water_panel_high_perf.pdf,31F6P59-3B3E.stp
31F6P59-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,355,450,630,545,945,787.50,150,125,8,8,P5-3,F6-9_water_push_high_perf.pdf,31F6P59-3B3G.stp
31F6P59-3C31,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,355,450,630,545,787.50,667.80,125,106,6,8,P5-3,F6-9_air_panel.pdf,31F6P59-3C31.stp
32F6P59-3031,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-3,F6-9_air_panel.pdf,32F6P59-3031.stp
32F6P59-3032,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-3,F6-9_water_panel.pdf,32F6P59-3032.stp
32F6P59-3033,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-3,F6-9_air_push.pdf,32F6P59-3033.stp
32F6P59-3034,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,2,4,P5-3,F6-9_water_push.pdf,32F6P59-3034.stp
32F6P59-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,P5-3,F6-9_water_panel_high_perf.pdf,32F6P59-3B3E.stp
32F6P59-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,400,500,710,615,1065,887.50,150,125,8,8,P5-3,F6-9_water_push_high_perf.pdf,32F6P59-3B3G.stp
33F6P59-3032,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,450,600,800,692,1200,1000,150,125,2,4,P5-3,F6-9_water_panel.pdf,33F6P59-3032.stp
