Part_Number,Type,Heatsink,Voltage_IEC,Voltage_UL,EMI,Power_KW,Power_HP,Irated_IEC_A,Irated_UL_A,I_OC_A,I_OL_A,I_OC_%,I_OL_%,Rated_kHz,Max_kHz,Ctrl_Board,Pdf_Dim_File,Step_File_Download
18F6A14-1511,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A1,F6-4_air_panel.pdf,18F6A14-1511.stp
18F6A14-1512,F6,water cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A1,F6-4_water_panel.pdf,18F6A14-1512.stp
18F6A14-1513,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A1,F6-4_air_push.pdf,18F6A14-1513.stp
18F6A14-1514,F6,water cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A1,F6-4_water_push.pdf,18F6A14-1514.stp
18F6A34-1511,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A3,F6-4_air_panel.pdf,18F6A34-1511.stp
18F6A34-1512,F6,water cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A3,F6-4_water_panel.pdf,18F6A34-1512.stp
18F6A34-1513,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A3,F6-4_air_push.pdf,18F6A34-1513.stp
18F6A34-1514,F6,water cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,A3,F6-4_water_push.pdf,18F6A34-1514.stp
18F6K14-1511,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,K1-E,F6-4_air_panel.pdf,18F6K14-1511.stp
18F6K14-1512,F6,water cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,K1-E,F6-4_water_panel.pdf,18F6K14-1512.stp
18F6K14-1513,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,K1-E,F6-4_air_push.pdf,18F6K14-1513.stp
18F6K14-1514,F6,water cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,K1-E,F6-4_water_push.pdf,18F6K14-1514.stp
18F6P54-1531,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-3,F6-4_air_panel.pdf,18F6P54-1531.stp
18F6P54-1532,F6,water cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-3,F6-4_water_panel.pdf,18F6P54-1532.stp
18F6P54-1533,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-3,F6-4_air_push.pdf,18F6P54-1533.stp
18F6P54-1534,F6,water cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-3,F6-4_water_push.pdf,18F6P54-1534.stp
18F6P54-1541,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-4,F6-4_air_panel.pdf,18F6P54-1541.stp
18F6P54-1542,F6,water cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-4,F6-4_water_panel.pdf,18F6P54-1542.stp
18F6P54-1543,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-4,F6-4_air_push.pdf,18F6P54-1543.stp
18F6P54-1544,F6,water cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-4,F6-4_water_push.pdf,18F6P54-1544.stp
18F6P54-1551,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-5,F6-4_air_panel.pdf,18F6P54-1551.stp
18F6P54-1552,F6,water cooled / panel mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-5,F6-4_water_panel.pdf,18F6P54-1552.stp
18F6P54-1553,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-5,F6-4_air_push.pdf,18F6P54-1553.stp
18F6P54-1554,F6,water cooled / push-through mount,230V 3 phase,230V 3 phase,none,22,30,85,85,153,127.50,180,150,4,16,P5-5,F6-4_water_push.pdf,18F6P54-1554.stp
20F6A14-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A1,F6-4_air_panel.pdf,20F6A14-3511.stp
20F6A14-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A1,F6-4_water_panel.pdf,20F6A14-3512.stp
20F6A14-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A1,F6-4_air_push.pdf,20F6A14-3513.stp
20F6A14-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A1,F6-4_water_push.pdf,20F6A14-3514.stp
20F6A34-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A3,F6-4_air_panel.pdf,20F6A34-3511.stp
20F6A34-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A3,F6-4_water_panel.pdf,20F6A34-3512.stp
20F6A34-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A3,F6-4_air_push.pdf,20F6A34-3513.stp
20F6A34-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,A3,F6-4_water_push.pdf,20F6A34-3514.stp
20F6K14-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,K1-E,F6-4_air_panel.pdf,20F6K14-3511.stp
20F6K14-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,K1-E,F6-4_water_panel.pdf,20F6K14-3512.stp
20F6K14-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,K1-E,F6-4_air_push.pdf,20F6K14-3513.stp
20F6K14-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,K1-E,F6-4_water_push.pdf,20F6K14-3514.stp
20F6P54-3531,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-3,F6-4_air_panel.pdf,20F6P54-3531.stp
20F6P54-3532,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-3,F6-4_water_panel.pdf,20F6P54-3532.stp
20F6P54-3533,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-3,F6-4_air_push.pdf,20F6P54-3533.stp
20F6P54-3534,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-3,F6-4_water_push.pdf,20F6P54-3534.stp
20F6P54-3541,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-4,F6-4_air_panel.pdf,20F6P54-3541.stp
20F6P54-3542,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-4,F6-4_water_panel.pdf,20F6P54-3542.stp
20F6P54-3543,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-4,F6-4_air_push.pdf,20F6P54-3543.stp
20F6P54-3544,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-4,F6-4_water_push.pdf,20F6P54-3544.stp
20F6P54-3551,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-5,F6-4_air_panel.pdf,20F6P54-3551.stp
20F6P54-3552,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-5,F6-4_water_panel.pdf,20F6P54-3552.stp
20F6P54-3553,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-5,F6-4_air_push.pdf,20F6P54-3553.stp
20F6P54-3554,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,37,50,75,65,135,112.50,180,150,4,16,P5-5,F6-4_water_push.pdf,20F6P54-3554.stp
21F6A14-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A1,F6-4_air_panel.pdf,21F6A14-3411.stp
21F6A14-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A1,F6-4_water_panel.pdf,21F6A14-3412.stp
21F6A14-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A1,F6-4_air_push.pdf,21F6A14-3413.stp
21F6A14-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A1,F6-4_water_push.pdf,21F6A14-3414.stp
21F6A34-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A3,F6-4_air_panel.pdf,21F6A34-3411.stp
21F6A34-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A3,F6-4_water_panel.pdf,21F6A34-3412.stp
21F6A34-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A3,F6-4_air_push.pdf,21F6A34-3413.stp
21F6A34-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,A3,F6-4_water_push.pdf,21F6A34-3414.stp
21F6K14-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,K1-E,F6-4_air_panel.pdf,21F6K14-3411.stp
21F6K14-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,K1-E,F6-4_water_panel.pdf,21F6K14-3412.stp
21F6K14-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,K1-E,F6-4_air_push.pdf,21F6K14-3413.stp
21F6K14-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,K1-E,F6-4_water_push.pdf,21F6K14-3414.stp
21F6P54-3431,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-3,F6-4_air_panel.pdf,21F6P54-3431.stp
21F6P54-3432,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-3,F6-4_water_panel.pdf,21F6P54-3432.stp
21F6P54-3433,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-3,F6-4_air_push.pdf,21F6P54-3433.stp
21F6P54-3434,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-3,F6-4_water_push.pdf,21F6P54-3434.stp
21F6P54-3441,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-4,F6-4_air_panel.pdf,21F6P54-3441.stp
21F6P54-3442,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-4,F6-4_water_panel.pdf,21F6P54-3442.stp
21F6P54-3443,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-4,F6-4_air_push.pdf,21F6P54-3443.stp
21F6P54-3444,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-4,F6-4_water_push.pdf,21F6P54-3444.stp
21F6P54-3451,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-5,F6-4_air_panel.pdf,21F6P54-3451.stp
21F6P54-3452,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-5,F6-4_water_panel.pdf,21F6P54-3452.stp
21F6P54-3453,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-5,F6-4_air_push.pdf,21F6P54-3453.stp
21F6P54-3454,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,2,16,P5-5,F6-4_water_push.pdf,21F6P54-3454.stp
22F6A14-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A1,F6-4_air_panel.pdf,22F6A14-3411.stp
22F6A14-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A1,F6-4_water_panel.pdf,22F6A14-3412.stp
22F6A14-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A1,F6-4_air_push.pdf,22F6A14-3413.stp
22F6A14-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A1,F6-4_water_push.pdf,22F6A14-3414.stp
22F6A34-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A3,F6-4_air_panel.pdf,22F6A34-3411.stp
22F6A34-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A3,F6-4_water_panel.pdf,22F6A34-3412.stp
22F6A34-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A3,F6-4_air_push.pdf,22F6A34-3413.stp
22F6A34-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,A3,F6-4_water_push.pdf,22F6A34-3414.stp
22F6K14-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,K1-E,F6-4_air_panel.pdf,22F6K14-3411.stp
22F6K14-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,K1-E,F6-4_water_panel.pdf,22F6K14-3412.stp
22F6K14-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,K1-E,F6-4_air_push.pdf,22F6K14-3413.stp
22F6K14-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,K1-E,F6-4_water_push.pdf,22F6K14-3414.stp
22F6P54-3431,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-3,F6-4_air_panel.pdf,22F6P54-3431.stp
22F6P54-3432,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-3,F6-4_water_panel.pdf,22F6P54-3432.stp
22F6P54-3433,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-3,F6-4_air_push.pdf,22F6P54-3433.stp
22F6P54-3434,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-3,F6-4_water_push.pdf,22F6P54-3434.stp
22F6P54-3441,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-4,F6-4_air_panel.pdf,22F6P54-3441.stp
22F6P54-3442,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-4,F6-4_water_panel.pdf,22F6P54-3442.stp
22F6P54-3443,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-4,F6-4_air_push.pdf,22F6P54-3443.stp
22F6P54-3444,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-4,F6-4_water_push.pdf,22F6P54-3444.stp
22F6P54-3451,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-5,F6-4_air_panel.pdf,22F6P54-3451.stp
22F6P54-3452,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-5,F6-4_water_panel.pdf,22F6P54-3452.stp
22F6P54-3453,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-5,F6-4_air_push.pdf,22F6P54-3453.stp
22F6P54-3454,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,110,96,198,165,180,150,2,16,P5-5,F6-4_water_push.pdf,22F6P54-3454.stp
19F6A16-1611,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,A1,F6-6_air_panel.pdf,19F6A16-1611.stp
19F6A16-1613,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,A1,F6-6_air_push.pdf,19F6A16-1613.stp
19F6A36-1611,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,A3,F6-6_air_panel.pdf,19F6A36-1611.stp
19F6A36-1613,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,A3,F6-6_air_push.pdf,19F6A36-1613.stp
20F6A16-1511,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,A1,F6-6_air_panel.pdf,20F6A16-1511.stp
20F6A16-1513,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,A1,F6-6_air_push.pdf,20F6A16-1513.stp
20F6A36-1511,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,A3,F6-6_air_panel.pdf,20F6A36-1511.stp
20F6A36-1513,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,A3,F6-6_air_push.pdf,20F6A36-1513.stp
21F6A16-1411,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,A1,F6-6_air_panel.pdf,21F6A16-1411.stp
21F6A16-1413,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,A1,F6-6_air_push.pdf,21F6A16-1413.stp
21F6A16-3611,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A1,F6-6_air_panel.pdf,21F6A16-3611.stp
21F6A16-3612,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A1,F6-6_water_panel.pdf,21F6A16-3612.stp
21F6A16-3613,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A1,F6-6_air_push.pdf,21F6A16-3613.stp
21F6A16-3614,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A1,F6-6_water_push.pdf,21F6A16-3614.stp
21F6A36-1411,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,A3,F6-6_air_panel.pdf,21F6A36-1411.stp
21F6A36-1413,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,A3,F6-6_air_push.pdf,21F6A36-1413.stp
21F6A36-3611,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A3,F6-6_air_panel.pdf,21F6A36-3611.stp
21F6A36-3612,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A3,F6-6_water_panel.pdf,21F6A36-3612.stp
21F6A36-3613,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A3,F6-6_air_push.pdf,21F6A36-3613.stp
21F6A36-3614,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,A3,F6-6_water_push.pdf,21F6A36-3614.stp
22F6A16-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A1,F6-6_air_panel.pdf,22F6A16-3511.stp
22F6A16-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A1,F6-6_water_panel.pdf,22F6A16-3512.stp
22F6A16-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A1,F6-6_air_push.pdf,22F6A16-3513.stp
22F6A16-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A1,F6-6_water_push.pdf,22F6A16-3514.stp
22F6A16-3B11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,A1,F6-6_air_panel.pdf,22F6A16-3B11.stp
22F6A16-3B13,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,A1,F6-6_air_push.pdf,22F6A16-3B13.stp
22F6A36-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A3,F6-6_air_panel.pdf,22F6A36-3511.stp
22F6A36-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A3,F6-6_water_panel.pdf,22F6A36-3512.stp
22F6A36-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A3,F6-6_air_push.pdf,22F6A36-3513.stp
22F6A36-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,A3,F6-6_water_push.pdf,22F6A36-3514.stp
22F6A36-3B11,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,A3,F6-6_air_panel.pdf,22F6A36-3B11.stp
22F6A36-3B13,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,A3,F6-6_air_push.pdf,22F6A36-3B13.stp
23F6A16-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A1,F6-6_air_panel.pdf,23F6A16-3411.stp
23F6A16-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A1,F6-6_water_panel.pdf,23F6A16-3412.stp
23F6A16-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A1,F6-6_air_push.pdf,23F6A16-3413.stp
23F6A16-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A1,F6-6_water_push.pdf,23F6A16-3414.stp
23F6A16-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A1,F6-6_air_panel.pdf,23F6A16-3511.stp
23F6A16-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A1,F6-6_water_panel.pdf,23F6A16-3512.stp
23F6A16-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A1,F6-6_air_push.pdf,23F6A16-3513.stp
23F6A16-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A1,F6-6_water_push.pdf,23F6A16-3514.stp
23F6A16-3612,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,A1,F6-6_water_panel.pdf,23F6A16-3612.stp
23F6A16-3614,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,A1,F6-6_water_push.pdf,23F6A16-3614.stp
23F6A36-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A3,F6-6_air_panel.pdf,23F6A36-3411.stp
23F6A36-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A3,F6-6_water_panel.pdf,23F6A36-3412.stp
23F6A36-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A3,F6-6_air_push.pdf,23F6A36-3413.stp
23F6A36-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,A3,F6-6_water_push.pdf,23F6A36-3414.stp
23F6A36-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A3,F6-6_air_panel.pdf,23F6A36-3511.stp
23F6A36-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A3,F6-6_water_panel.pdf,23F6A36-3512.stp
23F6A36-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A3,F6-6_air_push.pdf,23F6A36-3513.stp
23F6A36-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,A3,F6-6_water_push.pdf,23F6A36-3514.stp
23F6A36-3612,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,A3,F6-6_water_panel.pdf,23F6A36-3612.stp
23F6A36-3614,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,A3,F6-6_water_push.pdf,23F6A36-3614.stp
24F6A16-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A1,F6-6_air_panel.pdf,24F6A16-3411.stp
24F6A16-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A1,F6-6_water_panel.pdf,24F6A16-3412.stp
24F6A16-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A1,F6-6_air_push.pdf,24F6A16-3413.stp
24F6A16-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A1,F6-6_water_push.pdf,24F6A16-3414.stp
