Part Number,Type,Size,Housing,Cooling,Mounting,SubResistors,Voltage,EMI,GTR7,Power_KVA,Power_KW,Power_HP,Irated_IEC_Amps,Irated_UL_Amps,I_OL_Amps,I_OC_Amps,OL2_2kHz_A,OL2_4kHz_A,OL2_8kHz_A,OL2_12kHz_A,OL2_16kHz_A,I_OC_%,I_OL_%,OL2_2kHz_%,OL2_4kHz_%,OL2_8kHz_%,OL2_12kHz_%,OL2_16kHz_%,Rated_kHz,Max_kHz,BaseBlockTime_ms
23F6P56-3649,F6,23,6,water,panel,integrated,400V 3ph,none,std,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-3652,F6,23,6,water,panel,none,400V 3ph,none,std,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-3654,F6,23,6,water,push-through,none,400V 3ph,none,std,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-3656,F6,23,6,water,push-through,integrated,400V 3ph,none,std,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-3659,F6,23,6,water,panel,integrated,400V 3ph,none,std,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-4431,F6,23,6,air,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4432,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4433,F6,23,6,air,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4434,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4441,F6,23,6,air,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4442,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4443,F6,23,6,air,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4444,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4451,F6,23,6,air,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4452,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4453,F6,23,6,air,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4454,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,231,180.9,120,78,49.95,180,150,154.00,120.60,80.00,52.00,33.30,2,16,3000
23F6P56-4531,F6,23,6,air,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4532,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4533,F6,23,6,air,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4534,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4541,F6,23,6,air,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4542,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4543,F6,23,6,air,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4544,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4551,F6,23,6,air,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4552,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4553,F6,23,6,air,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4554,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,232.005,181.995,118.995,76.995,52.005,180,150,154.67,121.33,79.33,51.33,34.67,4,16,3000
23F6P56-4632,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-4634,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-463G,F6,23,6,water,push-through (high perf),none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-4642,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-4644,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-4652,F6,23,6,water,panel,none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
23F6P56-4654,F6,23,6,water,push-through,none,400V 3ph,none,none,104,75,100,150,124,225,270,316.005,259.995,180,121.995,87,180,150,210.67,173.33,120.00,81.33,58.00,8,16,3000
24F6A16-3411,F6,24,6,air,panel,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-3412,F6,24,6,water,panel,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-3413,F6,24,6,air,push-through,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-3414,F6,24,6,water,push-through,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-3416,F6,24,6,water,push-through,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-3419,F6,24,6,water,panel,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-3516,F6,24,6,water,push-through,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,306,242.406,160.794,106.794,75.6,180,150,170.00,134.67,89.33,59.33,42.00,4,16,3000
24F6A16-3517,F6,24,6,oil,push-through,none,400V 3ph,none,std,125,90,125,180,156,270,324,306,242.406,160.794,106.794,75.6,180,150,170.00,134.67,89.33,59.33,42.00,4,16,3000
24F6A16-3519,F6,24,6,water,panel,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,306,242.406,160.794,106.794,75.6,180,150,170.00,134.67,89.33,59.33,42.00,4,16,3000
24F6A16-3B1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,std,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A16-3B1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,std,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A16-4411,F6,24,6,air,panel,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-4412,F6,24,6,water,panel,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-4413,F6,24,6,air,push-through,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-4414,F6,24,6,water,push-through,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A16-4B1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,none,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A16-4B1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,none,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A16-AE1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,std,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A16-AE1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,std,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A16-BE1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,none,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A16-BE1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,none,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A36-3411,F6,24,6,air,panel,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-3412,F6,24,6,water,panel,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-3413,F6,24,6,air,push-through,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-3414,F6,24,6,water,push-through,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-3416,F6,24,6,water,push-through,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-3419,F6,24,6,water,panel,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-34B1,F6,24,6,air,panel,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-3516,F6,24,6,water,push-through,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,306,242.406,160.794,106.794,75.6,180,150,170.00,134.67,89.33,59.33,42.00,4,16,3000
24F6A36-3517,F6,24,6,oil,push-through,none,400V 3ph,none,std,125,90,125,180,156,270,324,306,242.406,160.794,106.794,75.6,180,150,170.00,134.67,89.33,59.33,42.00,4,16,3000
24F6A36-3519,F6,24,6,water,panel,integrated,400V 3ph,none,std,125,90,125,180,156,270,324,306,242.406,160.794,106.794,75.6,180,150,170.00,134.67,89.33,59.33,42.00,4,16,3000
24F6A36-3B1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,std,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A36-3B1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,std,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A36-4411,F6,24,6,air,panel,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-4412,F6,24,6,water,panel,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-4413,F6,24,6,air,push-through,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-4414,F6,24,6,water,push-through,none,400V 3ph,none,none,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
24F6A36-4B1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,none,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A36-4B1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,none,125,90,125,180,156,225,270,239.994,185.994,120.006,86.4,66.006,150,125,133.33,103.33,66.67,48.00,36.67,8,16,3000
24F6A36-AE1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,std,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A36-AE1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,std,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A36-BE1E,F6,24,6,water,panel (high perf),none,400V 3ph,none,none,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6A36-BE1G,F6,24,6,water,push-through (high perf),none,400V 3ph,none,none,125,90,125,180,156,270,324,203.994,156.006,108,77.994,59.994,180,150,113.33,86.67,60.00,43.33,33.33,2,16,3000
24F6K16-3411,F6,24,6,air,panel,none,400V 3ph,none,std,125,90,125,180,156,270,324,278.406,218.394,142.794,92.394,62.406,180,150,154.67,121.33,79.33,51.33,34.67,2,16,3000
