Part Number,Type,Size,Housing,Cooling,Mounting,SubResistors,Voltage,EMI,GTR7,Power_KVA,Power_KW,Power_HP,Irated_IEC_Amps,Irated_UL_Amps,I_OL_Amps,I_OC_Amps,OL2_2kHz_A,OL2_4kHz_A,OL2_8kHz_A,OL2_12kHz_A,OL2_16kHz_A,I_OC_%,I_OL_%,OL2_2kHz_%,OL2_4kHz_%,OL2_8kHz_%,OL2_12kHz_%,OL2_16kHz_%,Rated_kHz,Max_kHz,BaseBlockTime_ms
13F6K12-1511,F6,13,2,air,panel,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6K12-1513,F6,13,2,air,push-through,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6K12-3A11,F6,13,2,air,panel,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6K12-3A13,F6,13,2,air,push-through,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6K12-3A21,F6,13,2,air,panel,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6K12-3A23,F6,13,2,air,push-through,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6P52-1531,F6,13,2,air,panel,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6P52-1533,F6,13,2,air,push-through,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6P52-1541,F6,13,2,air,panel,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6P52-1543,F6,13,2,air,push-through,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6P52-1551,F6,13,2,air,panel,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6P52-1553,F6,13,2,air,push-through,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
13F6P52-3A31,F6,13,2,air,panel,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6P52-3A33,F6,13,2,air,push-through,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6P52-3A41,F6,13,2,air,panel,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6P52-3A43,F6,13,2,air,push-through,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6P52-3A51,F6,13,2,air,panel,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
13F6P52-3A53,F6,13,2,air,push-through,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
14F6A12-1511,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6A12-1513,F6,14,2,air,push-through,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6A12-3911,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6A12-3913,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6A12-391H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6A32-1511,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6A32-1513,F6,14,2,air,push-through,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6A32-3911,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6A32-3913,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6A32-391H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6K12-1511,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6K12-1513,F6,14,2,air,push-through,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6K12-3911,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6K12-3913,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6K12-391H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6K12-3921,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6K12-3923,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6K12-392H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-1531,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6P52-1533,F6,14,2,air,push-through,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6P52-1541,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6P52-1543,F6,14,2,air,push-through,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6P52-1551,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6P52-1553,F6,14,2,air,push-through,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
14F6P52-3931,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-3933,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-393H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-3941,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-3943,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-394H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-3951,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-3953,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-395H,F6,14,2,air,push-through,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,24.75,35.64,17.8695,16.5,8.25,6.1875,4.8015,216,150,108.30,100.00,50.00,37.50,29.10,4,16,600
14F6P52-3D31,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,29.7,39.6,20.988,16.5,14.9985,11.9955,9.4875,240,180,127.20,100.00,90.90,72.70,57.50,8,16,900
15F6A12-3511,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6A12-3513,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6A32-3511,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6A32-3513,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6K12-3511,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6K12-3513,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6K12-3521,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6K12-3523,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3531,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3533,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3541,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3543,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3551,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3553,F6,15,2,air,push-through,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6P52-3D31,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,43.2,57.6,30.528,24,21.816,17.448,13.8,240,180,127.20,100.00,90.90,72.70,57.50,8,16,900
16F6A12-3411,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6A12-3413,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6A12-341H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6A12-3511,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6A12-3513,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6A12-3D11,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6A12-3D13,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6A32-3411,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6A32-3413,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6A32-341H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6A32-3511,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6A32-3513,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6A32-35B1,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6A32-3D11,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6A32-3D13,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6A32-3EB1,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6K12-3411,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6K12-3413,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6K12-341H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6K12-3421,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6K12-3423,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6K12-342H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6K12-3511,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6K12-3513,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6K12-3521,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6K12-3523,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6K12-3D11,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6K12-3D13,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6K12-3D21,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6K12-3D23,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6P52-340H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6P52-343H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6P52-344H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6P52-345H,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,2,16,900
16F6P52-3511,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3531,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3533,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3541,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3543,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3551,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3553,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,59.4,41.976,33,29.997,23.991,18.975,180,150,127.20,100.00,90.90,72.70,57.50,4,16,900
16F6P52-3D31,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6P52-3D33,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6P52-3D41,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6P52-3D43,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6P52-3D51,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
16F6P52-3D53,F6,16,2,air,push-through,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
CLF6102-2000,F6,10,2,air,panel,none,230V 3ph,none,std,4.4,2.2,3,11,11,16.5,23.76,23.991,22,18.997,15.994,13.992,216,150,218.10,200.00,172.70,145.40,127.20,8,16,600
CLF6122-2000,F6,12,2,air,panel,none,230V 3ph,none,std,7,4,5,17.5,17.5,26.25,37.8,40.985,35.9975,29.995,24.99,21.9975,216,150,234.20,205.70,171.40,142.80,125.70,8,16,600
CLF6122-4000,F6,12,2,air,panel,none,400V 3ph,none,std,6.6,4,5,9.5,7.6,14.25,20.52,19.9975,15.998,10.9915,7.999,5.9945,216,150,210.50,168.40,115.70,84.20,63.10,8,16,450
CLF6132-2000,F6,13,2,air,panel,none,230V 3ph,none,std,9.6,5.5,7.5,24,24,36,43.2,56.208,49.368,41.136,34.272,30.168,180,150,234.20,205.70,171.40,142.80,125.70,4,16,750
CLF6132-4000,F6,13,2,air,panel,none,400V 3ph,none,std,8.3,5.5,7.5,12,11,18,25.92,12.996,12,6,4.5,3.492,216,150,108.30,100.00,50.00,37.50,29.10,8,16,600
CLF6142-2000,F6,14,2,air,panel,none,230V 3ph,none,std,13,7.5,10,33,33,49.5,59.4,55.968,50.985,42.999,36.993,30.987,180,150,169.60,154.50,130.30,112.10,93.90,4,16,900
CLF6142-4000,F6,14,2,air,panel,none,400V 3ph,none,std,11.4,7.5,10,16.5,14,29.7,39.6,20.988,16.5,14.9985,11.9955,9.4875,240,180,127.20,100.00,90.90,72.70,57.50,8,16,900
CLF6152-4000,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,43.2,57.6,30.528,24,21.816,17.448,13.8,240,180,127.20,100.00,90.90,72.70,57.50,8,16,900
CLF6162-4000,F6,16,2,air,panel,none,400V 3ph,none,std,23,15,20,33,27,49.5,76.56,41.976,33,23.991,17.985,16.5,232,150,127.20,100.00,72.70,54.50,50.00,4,8,900
CMF6152-0017,F6,15,2,air,panel,none,400V 3ph,none,std,17,11,15,24,21,36,43.2,25.992,24,12,9,6.984,180,150,108.30,100.00,50.00,37.50,29.10,4,16,750
15F6A13-1511,F6,15,3,air,panel,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6A13-1513,F6,15,3,air,push-through,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6A33-1511,F6,15,3,air,panel,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6A33-1513,F6,15,3,air,push-through,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6K13-1511,F6,15,3,air,panel,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6K13-1513,F6,15,3,air,push-through,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6P53-1531,F6,15,3,air,panel,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6P53-1533,F6,15,3,air,push-through,none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
15F6P53-1535,F6,15,3,air,push-through (IP20),none,230V 3ph,none,std,19,11,15,48,48,72,86.4,75.984,58.992,37.968,24.96,16.992,180,150,158.30,122.90,79.10,52.00,35.40,4,16,1000
